InstanceType,SpotPrice,AvailabilityZone,DATE,HOUR,QHOUR,AVG_SP
m4.10xlarge,0.3261,us-west-2c,2016-01-03,0,3,0.324782
m4.10xlarge,0.3235,us-west-2c,2016-01-03,1,0,0.323006
m4.10xlarge,0.3235,us-west-2c,2016-01-03,1,1,0.322896
m4.10xlarge,0.3226,us-west-2c,2016-01-03,1,2,0.3226
m4.10xlarge,0.3226,us-west-2c,2016-01-03,1,3,0.3226
m4.10xlarge,0.3226,us-west-2c,2016-01-03,2,0,0.324482
m4.10xlarge,0.327,us-west-2c,2016-01-03,2,1,0.324236
m4.10xlarge,0.3235,us-west-2c,2016-01-03,2,2,0.322927
m4.10xlarge,0.3226,us-west-2c,2016-01-03,2,3,0.323001
m4.10xlarge,0.3235,us-west-2c,2016-01-03,3,0,0.323554
m4.10xlarge,0.3226,us-west-2c,2016-01-03,3,1,0.323262
m4.10xlarge,0.3226,us-west-2c,2016-01-03,3,2,0.3226
m4.10xlarge,0.3226,us-west-2c,2016-01-03,3,3,0.323443
m4.10xlarge,0.3235,us-west-2c,2016-01-03,4,0,0.323169
m4.10xlarge,0.3235,us-west-2c,2016-01-03,4,1,0.322999
m4.10xlarge,0.3226,us-west-2c,2016-01-03,4,2,0.32421
m4.10xlarge,0.3226,us-west-2c,2016-01-03,4,3,0.324053
m4.10xlarge,0.327,us-west-2c,2016-01-03,5,0,0.323885
m4.10xlarge,0.3235,us-west-2c,2016-01-03,5,1,0.325066
m4.10xlarge,0.3261,us-west-2c,2016-01-03,5,2,0.323449
m4.10xlarge,0.3235,us-west-2c,2016-01-03,5,3,0.322901
m4.10xlarge,0.3226,us-west-2c,2016-01-03,6,0,0.3226
m4.10xlarge,0.3226,us-west-2c,2016-01-03,6,1,0.325341
m4.10xlarge,0.3243,us-west-2c,2016-01-03,6,2,0.323862
m4.10xlarge,0.3235,us-west-2c,2016-01-03,6,3,0.322771
m4.10xlarge,0.3226,us-west-2c,2016-01-03,7,0,0.322994
m4.10xlarge,0.3235,us-west-2c,2016-01-03,7,1,0.323499
m4.10xlarge,0.3226,us-west-2c,2016-01-03,7,2,0.323832
m4.10xlarge,0.3243,us-west-2c,2016-01-03,7,3,0.322955
m4.10xlarge,0.3226,us-west-2c,2016-01-03,8,0,0.323237
m4.10xlarge,0.3243,us-west-2c,2016-01-03,8,1,0.323671
m4.10xlarge,0.3235,us-west-2c,2016-01-03,8,2,0.326393
m4.10xlarge,0.3295,us-west-2c,2016-01-03,8,3,0.328656
m4.10xlarge,0.3286,us-west-2c,2016-01-03,9,0,0.32918
m4.10xlarge,0.3286,us-west-2c,2016-01-03,9,1,0.32883
m4.10xlarge,0.3295,us-west-2c,2016-01-03,9,2,0.330973
m4.10xlarge,0.3295,us-west-2c,2016-01-03,9,3,0.32872
m4.10xlarge,0.3286,us-west-2c,2016-01-03,10,0,0.329304
m4.10xlarge,0.3286,us-west-2c,2016-01-03,10,1,0.329213
m4.10xlarge,0.3305,us-west-2c,2016-01-03,10,2,0.328769
m4.10xlarge,0.3286,us-west-2c,2016-01-03,10,3,0.328035
m4.10xlarge,0.3277,us-west-2c,2016-01-03,11,0,0.329137
m4.10xlarge,0.3305,us-west-2c,2016-01-03,11,1,0.329458
m4.10xlarge,0.3295,us-west-2c,2016-01-03,11,2,0.330211
m4.10xlarge,0.3315,us-west-2c,2016-01-03,11,3,0.32895
m4.10xlarge,0.3286,us-west-2c,2016-01-03,12,0,0.328604
m4.10xlarge,0.3295,us-west-2c,2016-01-03,12,1,0.328354
m4.10xlarge,0.3277,us-west-2c,2016-01-03,12,2,0.328069
m4.10xlarge,0.3295,us-west-2c,2016-01-03,12,3,0.329139
m4.10xlarge,0.3305,us-west-2c,2016-01-03,13,0,0.328988
m4.10xlarge,0.3277,us-west-2c,2016-01-03,13,1,0.328971
m4.10xlarge,0.3286,us-west-2c,2016-01-03,13,2,0.32818
m4.10xlarge,0.3277,us-west-2c,2016-01-03,13,3,0.328954
m4.10xlarge,0.3305,us-west-2c,2016-01-03,14,0,0.327737
m4.10xlarge,0.3277,us-west-2c,2016-01-03,14,1,0.3286
m4.10xlarge,0.3295,us-west-2c,2016-01-03,14,2,0.328794
m4.10xlarge,0.3277,us-west-2c,2016-01-03,14,3,0.325785
m4.10xlarge,0.3226,us-west-2c,2016-01-03,15,0,0.323869
m4.10xlarge,0.3235,us-west-2c,2016-01-03,15,1,0.322611
m4.10xlarge,0.3226,us-west-2c,2016-01-03,15,2,0.324656
m4.10xlarge,0.3252,us-west-2c,2016-01-03,15,3,0.324108
m4.10xlarge,0.3235,us-west-2c,2016-01-03,16,0,0.323953
m4.10xlarge,0.3243,us-west-2c,2016-01-03,16,1,0.323238
m4.10xlarge,0.3226,us-west-2c,2016-01-03,16,2,0.323083
m4.10xlarge,0.3235,us-west-2c,2016-01-03,16,3,0.323253
m4.10xlarge,0.3235,us-west-2c,2016-01-03,17,0,0.323703
m4.10xlarge,0.3235,us-west-2c,2016-01-03,17,1,0.322881
m4.10xlarge,0.3243,us-west-2c,2016-01-03,17,2,0.324014
m4.10xlarge,0.3226,us-west-2c,2016-01-03,17,3,0.3226
m4.10xlarge,0.3226,us-west-2c,2016-01-03,18,0,0.322789
m4.10xlarge,0.3235,us-west-2c,2016-01-03,18,1,0.323252
m4.10xlarge,0.3235,us-west-2c,2016-01-03,18,2,0.3235
m4.10xlarge,0.3235,us-west-2c,2016-01-03,18,3,0.323482
m4.10xlarge,0.3226,us-west-2c,2016-01-03,19,0,0.323458
m4.10xlarge,0.3252,us-west-2c,2016-01-03,19,1,0.321554
m4.10xlarge,0.314,us-west-2c,2016-01-03,19,2,0.307252
m4.10xlarge,0.3034,us-west-2c,2016-01-03,19,3,0.304181
m4.10xlarge,0.3059,us-west-2c,2016-01-03,20,0,0.304224
m4.10xlarge,0.3028,us-west-2c,2016-01-03,20,1,0.303103
m4.10xlarge,0.3034,us-west-2c,2016-01-03,20,2,0.302935
m4.10xlarge,0.3028,us-west-2c,2016-01-03,20,3,0.303682
m4.10xlarge,0.3046,us-west-2c,2016-01-03,21,0,0.302898
m4.10xlarge,0.3028,us-west-2c,2016-01-03,21,1,0.303695
m4.10xlarge,0.3034,us-west-2c,2016-01-03,21,2,0.303511
m4.10xlarge,0.3034,us-west-2c,2016-01-03,21,3,0.304231
m4.10xlarge,0.304,us-west-2c,2016-01-03,22,0,0.303504
m4.10xlarge,0.304,us-west-2c,2016-01-03,22,1,0.303179
m4.10xlarge,0.3028,us-west-2c,2016-01-03,22,2,0.303452
m4.10xlarge,0.304,us-west-2c,2016-01-03,22,3,0.30057
m4.10xlarge,0.2996,us-west-2c,2016-01-03,23,0,0.29999
m4.10xlarge,0.2996,us-west-2c,2016-01-03,23,1,0.299411
m4.10xlarge,0.299,us-west-2c,2016-01-03,23,2,0.29984
m4.10xlarge,0.3001,us-west-2c,2016-01-03,23,3,0.299947
m4.10xlarge,0.299,us-west-2c,2016-01-04,0,0,0.298956
m4.10xlarge,0.299,us-west-2c,2016-01-04,0,1,0.298465
m4.10xlarge,0.2985,us-west-2c,2016-01-04,0,2,0.2985
m4.10xlarge,0.2985,us-west-2c,2016-01-04,0,3,0.298412
m4.10xlarge,0.2979,us-west-2c,2016-01-04,1,0,0.298458
m4.10xlarge,0.2985,us-west-2c,2016-01-04,1,1,0.298391
m4.10xlarge,0.2985,us-west-2c,2016-01-04,1,2,0.298151
m4.10xlarge,0.2979,us-west-2c,2016-01-04,1,3,0.299776
m4.10xlarge,0.3034,us-west-2c,2016-01-04,2,0,0.303509
m4.10xlarge,0.3034,us-west-2c,2016-01-04,2,1,0.302913
m4.10xlarge,0.3028,us-west-2c,2016-01-04,2,2,0.303139
m4.10xlarge,0.3046,us-west-2c,2016-01-04,2,3,0.303614
m4.10xlarge,0.3028,us-west-2c,2016-01-04,3,0,0.303131
m4.10xlarge,0.304,us-west-2c,2016-01-04,3,1,0.304606
m4.10xlarge,0.304,us-west-2c,2016-01-04,3,2,0.303546
m4.10xlarge,0.3034,us-west-2c,2016-01-04,3,3,0.304228
m4.10xlarge,0.3034,us-west-2c,2016-01-04,4,0,0.3034
m4.10xlarge,0.3034,us-west-2c,2016-01-04,4,1,0.303447
m4.10xlarge,0.304,us-west-2c,2016-01-04,4,2,0.299124
m4.10xlarge,0.2996,us-west-2c,2016-01-04,4,3,0.29871
m4.10xlarge,0.2985,us-west-2c,2016-01-04,5,0,0.29846
m4.10xlarge,0.2979,us-west-2c,2016-01-04,5,1,0.298035
m4.10xlarge,0.2985,us-west-2c,2016-01-04,5,2,0.298146
m4.10xlarge,0.2974,us-west-2c,2016-01-04,5,3,0.298819
m4.10xlarge,0.3022,us-west-2c,2016-01-04,6,0,0.302475
m4.10xlarge,0.3022,us-west-2c,2016-01-04,6,1,0.302313
m4.10xlarge,0.3028,us-west-2c,2016-01-04,6,2,0.302905
m4.10xlarge,0.3034,us-west-2c,2016-01-04,6,3,0.30286
m4.10xlarge,0.3028,us-west-2c,2016-01-04,7,0,0.302767
m4.10xlarge,0.3022,us-west-2c,2016-01-04,7,1,0.302935
m4.10xlarge,0.304,us-west-2c,2016-01-04,7,2,0.303448
m4.10xlarge,0.304,us-west-2c,2016-01-04,7,3,0.303555
m4.10xlarge,0.3034,us-west-2c,2016-01-04,8,0,0.302859
m4.10xlarge,0.3022,us-west-2c,2016-01-04,8,1,0.302511
m4.10xlarge,0.3028,us-west-2c,2016-01-04,8,2,0.302802
m4.10xlarge,0.3028,us-west-2c,2016-01-04,8,3,0.303604
m4.10xlarge,0.3046,us-west-2c,2016-01-04,9,0,0.30372
m4.10xlarge,0.3034,us-west-2c,2016-01-04,9,1,0.302635
m4.10xlarge,0.3028,us-west-2c,2016-01-04,9,2,0.302379
m4.10xlarge,0.3022,us-west-2c,2016-01-04,9,3,0.302413
m4.10xlarge,0.3034,us-west-2c,2016-01-04,10,0,0.303549
m4.10xlarge,0.3028,us-west-2c,2016-01-04,10,1,0.30332
m4.10xlarge,0.3046,us-west-2c,2016-01-04,10,2,0.30311
m4.10xlarge,0.3022,us-west-2c,2016-01-04,10,3,0.302793
m4.10xlarge,0.3034,us-west-2c,2016-01-04,11,0,0.302753
m4.10xlarge,0.3028,us-west-2c,2016-01-04,11,1,0.302276
m4.10xlarge,0.3022,us-west-2c,2016-01-04,11,2,0.3022
m4.10xlarge,0.3022,us-west-2c,2016-01-04,11,3,0.303026
m4.10xlarge,0.3022,us-west-2c,2016-01-04,12,0,0.303075
m4.10xlarge,0.3034,us-west-2c,2016-01-04,12,1,0.303598
m4.10xlarge,0.3022,us-west-2c,2016-01-04,12,2,0.3022
m4.10xlarge,0.3022,us-west-2c,2016-01-04,12,3,0.302662
m4.10xlarge,0.3028,us-west-2c,2016-01-04,13,0,0.299614
m4.10xlarge,0.2979,us-west-2c,2016-01-04,13,1,0.29776
m4.10xlarge,0.2979,us-west-2c,2016-01-04,13,2,0.298179
m4.10xlarge,0.299,us-west-2c,2016-01-04,13,3,0.30885
m4.10xlarge,0.3097,us-west-2c,2016-01-04,14,0,0.308217
